supplier_ID,transporter_ID,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024
S229,T3,0.0,0.0,0.0,1027.0,0.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S229,T4,0.0,1138.0,993.0,0.0,1155.0,0.0,0.0,1786.0,1781.0,0.0,0.0,1138.0,0.0,0.0,0.0,1175.0,0.0,0.0,1449.491,0.0,2006.0,0.0,0.0,1027.0
S229,T5,2006.0,0.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.0,0.0,0.0,0.0,1138.0,0.0,0.0
S229,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.8667,2006.0,0.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,0.0,0.0,993.0,0.0
S229,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S229,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.509,0.0,0.0,0.0,0.0,0.0
S275,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S275,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S275,T3,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,454.3455,546.0,0.0,651.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S275,T4,0.0,0.0,577.0,0.0,330.9,651.0,0.0,0.0,0.0,0.0,0.0,333.217,0.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,395.0,0.0,0.0,0.0
S275,T5,395.0,0.0,0.0,546.0,0.0,0.0,487.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,583.0,0.0,525.0,0.0,546.0
S275,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,395.0,0.0,122.6545,0.0,530.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0
S275,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S275,T8,0.0,0.0,0.0,0.0,312.1,0.0,0.0,0.0,0.0,0.0,0.0,191.783,0.0,0.0,112.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S282,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S282,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S282,T3,0.0,162.0,0.0,0.0,0.0,237.0,0.0,470.0,478.0,0.0,0.0,0.0,116.0,108.0,139.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S282,T4,0.0,0.0,116.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,2.0,0.0,0.0,108.0
S282,T5,2.0,0.0,0.0,0.0,139.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,523.0,0.0,162.0,116.0,0.0
S282,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S282,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S282,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S329,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S329,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S329,T3,0.0,0.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,612.0,573.0,681.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0
S329,T4,0.0,494.0,540.433,0.0,681.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0
S329,T5,495.0,0.0,0.0,0.0,0.0,486.0,628.0,720.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,651.0,0.0,494.0,612.0,573.0
S329,T6,0.0,0.0,71.567,0.0,0.0,0.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S329,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S329,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S352,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S352,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S352,T3,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0,159.0,0.0,0.0,249.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
S352,T4,0.0,86.0,0.0,0.0,129.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S352,T5,0.0,0.0,80.0,159.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,80.0,159.0
S352,T6,0.0,0.0,0.0,0.0,0.0,0.0,96.0,282.0,235.0,259.0,0.0,0.0,80.0,0.0,129.0,0.0,0.0,282.0,0.0,259.0,0.0,0.0,0.0,0.0
S352,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S352,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0
S395,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S395,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S395,T3,732.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.617,0.0,0.0,0.0,0.0
S395,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,0.0
S395,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.383,0.0,0.0,0.0,0.0
S395,T6,212.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S395,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S395,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S108,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S108,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S108,T3,556.0,5104.0,0.0,0.0,0.0,0.0,0.0,633.967,0.0,5455.1333,0.0,3642.0,0.0,636.0,0.0,0.0,615.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0
S108,T4,0.0,3360.117,832.0,636.0,0.0,707.0,0.0,0.0,736.0,4459.0,0.0,3380.783,0.0,0.0,0.0,707.0,0.0,0.0,0.0,730.0,0.0,6000.0,0.0,0.0
S108,T5,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.0,832.0,636.0
S108,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.7,0.0,0.0
S108,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S108,T8,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,0.0,0.0
S131,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S131,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S131,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3717.033,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S131,T4,0.0,0.0,657.0,628.0,0.0,663.0,0.0,2196.0,0.0,751.0,0.0,539.0,0.0,0.0,0.0,663.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,628.0
S131,T5,2.0,0.0,0.0,0.0,0.0,0.0,426.0,4662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0,0.0
S131,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,657.0,0.0
S131,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S131,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S139,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S139,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S139,T3,4625.383,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,4956.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,5364.0,0.0,528.4,0.0
S139,T4,5945.0,0.0,1281.567,0.0,0.0,0.0,0.0,0.0,25.0,0.0,217.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2637.0,0.0,6000.0,0.0
S139,T5,3087.0,0.0,5920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5505.0,0.0,6000.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6000.0,0.0,3570.0,0.0
S139,T6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3597.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.383,0.0,912.0,0.0
S139,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S139,T8,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S140,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S140,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S140,T3,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,11.0,4825.0,0.0,0.0,0.0,0.0,0.0,3773.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
S140,T4,0.0,0.0,0.0,0.0,3452.1,4.0,0.0,0.0,983.0,0.0,0.0,0.0,0.0,0.0,6000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S140,T5,0.0,0.0,0.0,0.0,5861.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
S140,T6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234.0,0.0,0.0,0.0,0.0,0.0,4901.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S140,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S140,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S308,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S308,T2,0.0,0.0,0.0,0.0,0.0,426.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S308,T3,0.0,0.0,0.0,0.0,0.0,3289.0,0.0,699.0,0.0,544.8667,0.0,340.0,0.0,2.564,0.0,471.0,375.0,5576.033,0.0,0.0,0.0,0.0,0.0,0.0
S308,T4,0.0,0.0,0.0,298.0,0.0,2382.0,0.0,0.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S308,T5,0.0,0.0,0.0,0.0,0.0,4782.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,752.0,0.0
S308,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1333,0.0,0.0,0.0,0.0,439.0,0.0,0.0,4832.0,798.0,0.0,0.0,0.0,0.0,298.0
S308,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S308,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S330,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S330,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S330,T3,0.0,0.0,0.0,0.0,0.0,445.0,0.0,458.0,0.0,0.0,0.0,247.0,0.0,442.0,0.0,0.0,404.0,0.0,0.0,5663.383,0.0,0.0,0.0,0.0
S330,T4,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,311.0,420.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,4522.0,0.0,0.0,0.0,0.0
S330,T5,0.0,0.0,0.0,442.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,247.0,0.0,442.0
S330,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,231.0,0.0
S330,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S330,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S340,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S340,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S340,T3,0.0,0.0,0.0,3972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,423.967,0.0,0.0,0.0,0.0,0.0,0.0
S340,T4,0.0,0.0,734.0,1915.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,0.0,0.0,732.0,0.0,335.033,0.0,748.0,0.0,0.0,0.0,0.0
S340,T5,0.0,609.0,0.0,0.0,0.0,732.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,761.0
S340,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,0.0
S340,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S340,T8,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S151,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S151,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S151,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,610.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0
S151,T4,0.0,0.0,0.0,610.0,0.0,663.0,0.0,0.0,720.0,0.0,0.0,0.0,6000.0,0.0,0.0,663.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0
S151,T5,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,617.0,0.0,0.0,0.0,1046.436
S151,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.3455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,5702.0
S151,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S151,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S356,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S356,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S356,T3,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.436,0.0,206.0,380.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
S356,T4,55.0,0.0,0.0,217.0,0.0,206.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,652.0,0.0,0.0,0.0,0.0,0.0
S356,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,217.0
S356,T6,0.0,0.0,326.0,0.0,0.0,0.0,380.0,0.0,0.0,590.0,0.0,0.0,326.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S356,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S356,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S361,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S361,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S361,T3,0.0,0.0,0.0,0.0,0.0,838.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,0.0,4435.0,1809.0,0.0,5994.0,0.0,0.0,0.0,0.0,0.0
S361,T4,0.0,0.0,0.0,913.0,0.0,0.0,6000.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,1471.855,0.0,1372.509,0.0,0.0,0.0,0.0,0.0
S361,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0
S361,T6,0.0,0.0,0.0,0.0,0.0,0.0,985.855,0.0,832.0,1400.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,886.0,4152.0,1400.0,0.0,0.0,1253.0,0.0
